log_id,timestamp,employee_id,action,entity_type,entity_id,ip_address,device_type,location,status,severity,remarks
LOG-0005807,2024-03-23T12:22:43,EMP-20014,Transaction Updated,Transaction,TXN-002411,17.89.185.89,Desktop,Pune,Success,Low,Transaction record updated
LOG-0005808,2024-03-23T13:00:50,EMP-20060,Role Changed,Employee,EMP-20001,68.162.136.244,Desktop,Delhi,Success,Low,Employee role changed
LOG-0005809,2024-03-23T15:24:03,EMP-20145,Purchase Order Submitted,Purchase Order,PO-2023-000109,107.199.52.141,Laptop,Noida,Success,Medium,Purchase order submitted for approval
LOG-0005810,2024-03-23T15:41:04,EMP-20114,Invoice Verified,Invoice,INV-2021-000641,17.196.152.22,Laptop,Pune,Success,High,Invoice verification completed
LOG-0005811,2024-03-23T17:19:05,EMP-20081,Purchase Order Submitted,Purchase Order,PO-2024-001159,112.254.53.249,Laptop,Noida,Success,Low,Purchase order submitted for approval
LOG-0005812,2024-03-23T18:06:03,EMP-20112,Purchase Order Created,Purchase Order,PO-2023-000164,176.92.153.27,Desktop,Delhi,Success,Medium,Purchase order created
LOG-0005813,2024-03-24T12:18:00,EMP-20072,Transaction Updated,Transaction,TXN-000913,52.101.115.109,Desktop,Chennai,Success,Low,Transaction record updated
LOG-0005814,2024-03-24T16:24:26,EMP-20033,Purchase Order Approved,Purchase Order,PO-2022-001561,13.41.155.208,Desktop,Pune,Success,Low,PO approved successfully
LOG-0005815,2024-03-25T09:00:21,EMP-20082,Purchase Order Rejected,Purchase Order,PO-2022-001363,89.144.254.169,Desktop,Hyderabad,Success,Low,Purchase order rejected
LOG-0005816,2024-03-25T11:09:40,EMP-20143,Compliance Check Executed,Transaction,TXN-001664,150.172.1.69,Laptop,Gurugram,Warning,Low,Compliance check executed
LOG-0005817,2024-03-25T15:23:43,EMP-20106,Invoice Rejected,Invoice,INV-2025-001081,152.222.168.252,Mobile,Mumbai,Success,Medium,Invoice rejected during review
LOG-0005818,2024-03-25T15:45:49,EMP-20072,Purchase Order Submitted,Purchase Order,PO-2025-000342,162.215.250.68,Laptop,Chennai,Success,Low,Purchase order submitted for approval
LOG-0005819,2024-03-25T16:02:50,EMP-20045,Compliance Check Executed,Transaction,TXN-002116,15.106.62.200,Mobile,Pune,Failed,Low,Compliance check executed (failed)
LOG-0005820,2024-03-25T16:49:50,EMP-20008,Risk Score Generated,Vendor,VEN-100407,143.32.129.24,Mobile,Gurugram,Success,Medium,Risk score generated for vendor
LOG-0005821,2024-03-26T08:35:47,EMP-20100,Vendor Created,Vendor,VEN-100522,120.213.61.184,Mobile,Gurugram,Success,Low,New vendor profile created
LOG-0005822,2024-03-26T15:00:55,EMP-20072,User Logout,Employee,EMP-20118,106.201.8.34,Desktop,Noida,Warning,Low,User session ended
LOG-0005823,2024-03-26T15:40:10,EMP-20066,User Login,Employee,EMP-20057,46.175.21.167,Desktop,Gurugram,Success,Medium,User authenticated successfully
LOG-0005824,2024-03-26T16:20:59,EMP-20012,Invoice Paid,Invoice,INV-2021-002301,201.86.127.202,Desktop,Bengaluru,Success,Low,Invoice marked as paid
LOG-0005825,2024-03-26T18:50:43,EMP-20132,Invoice Verified,Invoice,INV-2021-001987,46.238.101.13,Laptop,Noida,Success,Low,Invoice verification completed
LOG-0005826,2024-03-27T12:37:43,EMP-20110,Purchase Order Cancelled,Purchase Order,PO-2026-000822,204.112.34.237,Mobile,Delhi,Success,Low,Purchase order cancelled
LOG-0005827,2024-03-27T15:28:08,EMP-20068,Policy Triggered,Transaction,TXN-002259,105.122.28.135,Desktop,Noida,Success,Low,Risk policy triggered
LOG-0005828,2024-03-27T17:11:50,EMP-20077,Password Changed,Employee,EMP-20105,205.5.133.209,Desktop,Mumbai,Success,Low,User password changed
LOG-0005829,2024-03-28T11:59:36,EMP-20052,Vendor Updated,Vendor,VEN-100587,198.56.161.200,Laptop,Pune,Success,Low,Vendor profile updated
LOG-0005830,2024-03-28T13:29:32,EMP-20107,Policy Triggered,Transaction,TXN-002174,194.101.212.136,Laptop,Gurugram,Success,Critical,Risk policy triggered
LOG-0005831,2024-03-28T14:32:09,EMP-20137,Purchase Order Submitted,Purchase Order,PO-2025-000256,39.117.167.236,Laptop,Pune,Success,Low,Purchase order submitted for approval
LOG-0005832,2024-03-28T18:57:36,EMP-20044,Vendor Blacklisted,Vendor,VEN-100465,160.246.152.73,Tablet,Delhi,Success,Medium,Vendor marked as blacklisted
LOG-0005833,2024-03-29T10:08:18,EMP-20098,Compliance Check Executed,Transaction,TXN-001517,133.122.240.75,Desktop,Noida,Success,High,Compliance check executed
LOG-0005834,2024-03-29T10:18:52,EMP-20067,Invoice Verified,Invoice,INV-2026-002111,38.41.251.202,Laptop,Hyderabad,Success,Medium,Invoice verification completed
LOG-0005835,2024-03-29T14:21:24,EMP-20032,Report Generated,Employee,EMP-20053,30.135.76.27,Laptop,Gurugram,Success,Low,Report generated successfully
LOG-0005836,2024-03-29T17:17:13,EMP-20038,Purchase Order Approved,Purchase Order,PO-2023-001357,127.254.92.242,Desktop,Delhi,Success,Low,PO approved successfully
LOG-0005837,2024-03-30T09:05:19,EMP-20119,Invoice Verified,Invoice,INV-2021-000628,21.59.171.184,Desktop,Noida,Success,High,Invoice verification completed
LOG-0005838,2024-03-30T10:22:24,EMP-20020,Invoice Paid,Invoice,INV-2021-001343,150.235.141.168,Desktop,Gurugram,Success,Low,Invoice marked as paid
LOG-0005839,2024-03-30T11:21:46,EMP-20144,Purchase Order Submitted,Purchase Order,PO-2022-000915,198.88.152.214,Laptop,Chennai,Success,Low,Purchase order submitted for approval
LOG-0005840,2024-03-30T13:00:14,EMP-20132,Policy Triggered,Transaction,TXN-001851,155.241.209.239,Desktop,Hyderabad,Success,Low,Risk policy triggered
LOG-0005841,2024-03-31T03:09:32,EMP-20127,User Login,Employee,EMP-20127,114.193.31.184,Desktop,Noida,Failed,High,Multiple failed login attempts detected
LOG-0005842,2024-03-31T13:40:47,EMP-20061,Invoice Received,Invoice,INV-2024-000432,23.222.123.117,Desktop,Hyderabad,Success,Medium,Invoice received from vendor
LOG-0005843,2024-03-31T15:21:46,EMP-20100,Data Exported,Employee,EMP-20101,205.94.150.206,Desktop,Noida,Success,High,Data export executed
LOG-0005844,2024-04-01T08:00:02,EMP-20074,Policy Triggered,Transaction,TXN-003108,153.131.10.57,Mobile,Chennai,Success,Low,Risk policy triggered
LOG-0005845,2024-04-01T08:39:56,EMP-20110,Payment Reversed,Transaction,TXN-003402,54.112.166.9,Laptop,Gurugram,Success,Low,Payment reversed after compliance review
LOG-0005846,2024-04-01T10:03:48,EMP-20011,Employee Updated,Employee,EMP-20028,85.227.155.250,Desktop,Hyderabad,Success,Low,Employee profile updated
LOG-0005847,2024-04-01T10:59:55,EMP-20065,User Logout,Employee,EMP-20094,123.233.131.65,Laptop,Gurugram,Failed,Low,User session ended (failed)
LOG-0005848,2024-04-01T15:46:03,EMP-20067,Vendor Updated,Vendor,VEN-100360,54.60.137.114,Desktop,Bengaluru,Success,Low,Vendor profile updated
LOG-0005849,2024-04-01T16:41:32,EMP-20062,Compliance Check Executed,Transaction,TXN-003313,20.20.193.156,Desktop,Bengaluru,Success,High,Compliance check executed
LOG-0005850,2024-04-02T12:14:58,EMP-20071,Payment Reversed,Transaction,TXN-001278,176.133.100.30,Desktop,Mumbai,Success,Low,Payment reversed after compliance review
LOG-0005851,2024-04-02T13:18:22,EMP-20065,Vendor Blacklisted,Vendor,VEN-100604,219.166.176.251,Tablet,Bengaluru,Success,Low,Vendor marked as blacklisted
LOG-0005852,2024-04-02T14:27:07,EMP-20042,Payment Initiated,Transaction,TXN-003369,149.128.111.104,Desktop,Pune,Success,Low,Payment initiated for processing
LOG-0005853,2024-04-02T16:05:35,EMP-20019,Purchase Order Rejected,Purchase Order,PO-2026-000070,197.52.178.250,Laptop,Hyderabad,Success,Medium,Purchase order rejected
LOG-0005854,2024-04-02T17:37:17,EMP-20082,Payment Initiated,Transaction,TXN-000714,88.50.176.37,Mobile,Mumbai,Warning,High,Manual override applied to payment approval
LOG-0005855,2024-04-02T18:19:35,EMP-20022,Data Exported,Employee,EMP-20146,183.105.149.207,Laptop,Mumbai,Success,Low,Data export executed
LOG-0005856,2024-04-03T09:32:55,EMP-20053,Compliance Check Executed,Transaction,TXN-000359,55.194.247.119,Laptop,Mumbai,Success,Low,Compliance check executed
LOG-0005857,2024-04-04T10:42:36,EMP-20022,Policy Triggered,Transaction,TXN-002474,75.236.58.76,Mobile,Mumbai,Failed,Low,Risk policy triggered (failed)
LOG-0005858,2024-04-04T10:48:22,EMP-20051,Payment Failed,Transaction,TXN-003372,18.36.89.165,Laptop,Delhi,Success,Low,Payment attempt failed
LOG-0005859,2024-04-04T10:55:05,EMP-20079,Invoice Paid,Invoice,INV-2026-002366,119.248.55.53,Desktop,Bengaluru,Warning,Medium,Invoice marked as paid
LOG-0005860,2024-04-04T11:04:36,EMP-20009,Payment Initiated,Transaction,TXN-003948,128.195.216.47,Mobile,Noida,Success,Low,Payment initiated for processing
LOG-0005861,2024-04-04T13:56:28,EMP-20068,Password Changed,Employee,EMP-20111,166.87.70.83,Mobile,Hyderabad,Success,Low,User password changed
LOG-0005862,2024-04-04T15:56:15,EMP-20041,Role Changed,Employee,EMP-20145,213.140.206.14,Mobile,Mumbai,Success,Low,Employee role changed
LOG-0005863,2024-04-04T19:12:58,EMP-20058,System Configuration Updated,Employee,EMP-20078,135.208.31.122,Desktop,Gurugram,Success,Low,System configuration updated
LOG-0005864,2024-04-05T09:09:47,EMP-20020,Report Generated,Employee,EMP-20054,38.186.118.128,Desktop,Pune,Success,High,Report generated successfully
LOG-0005865,2024-04-05T12:00:20,EMP-20075,Invoice Paid,Invoice,INV-2021-000589,186.35.123.76,Laptop,Pune,Success,Medium,Invoice marked as paid
LOG-0005866,2024-04-06T08:16:45,EMP-20100,System Configuration Updated,Employee,EMP-20123,30.222.60.46,Mobile,Bengaluru,Success,Medium,System configuration updated
LOG-0005867,2024-04-06T10:44:18,EMP-20123,Vendor Created,Vendor,VEN-100424,46.213.93.67,Desktop,Bengaluru,Success,Low,New vendor profile created
LOG-0005868,2024-04-06T12:54:39,EMP-20002,Compliance Check Executed,Transaction,TXN-003064,190.95.239.82,Tablet,Bengaluru,Success,Low,Compliance check executed
LOG-0005869,2024-04-06T15:26:44,EMP-20112,System Configuration Updated,Employee,EMP-20018,177.240.56.53,Mobile,Mumbai,Success,Low,System configuration updated
LOG-0005870,2024-04-06T15:33:57,EMP-20145,Purchase Order Submitted,Purchase Order,PO-2023-000009,106.193.22.208,Mobile,Delhi,Success,Low,Purchase order submitted for approval
LOG-0005871,2024-04-06T17:57:47,EMP-20069,System Configuration Updated,Employee,EMP-20066,32.43.54.176,Mobile,Pune,Success,Low,System configuration updated
LOG-0005872,2024-04-06T19:38:15,EMP-20110,Purchase Order Cancelled,Purchase Order,PO-2021-001006,159.200.204.198,Desktop,Chennai,Success,Low,Purchase order cancelled
LOG-0005873,2024-04-07T08:23:56,EMP-20014,Payment Failed,Transaction,TXN-001583,76.37.129.232,Laptop,Bengaluru,Success,Medium,Payment attempt failed
LOG-0005874,2024-04-07T09:55:34,EMP-20099,Payment Initiated,Transaction,TXN-001981,76.117.85.161,Mobile,Pune,Success,High,Payment initiated for processing
LOG-0005875,2024-04-07T11:03:52,EMP-20054,Payment Completed,Transaction,TXN-001006,202.178.64.221,Tablet,Gurugram,Success,High,Payment completed successfully
LOG-0005876,2024-04-07T12:04:29,EMP-20080,Policy Triggered,Transaction,TXN-000082,213.88.53.7,Laptop,Bengaluru,Success,Low,Risk policy triggered
LOG-0005877,2024-04-07T12:39:41,EMP-20066,Data Exported,Employee,EMP-20056,98.253.135.79,Laptop,Delhi,Success,Medium,Data export executed
LOG-0005878,2024-04-07T18:12:31,EMP-20033,Employee Updated,Employee,EMP-20150,185.0.208.7,Laptop,Pune,Success,Low,Employee profile updated
LOG-0005879,2024-04-07T19:24:56,EMP-20129,Invoice Received,Invoice,INV-2025-000481,199.40.138.141,Desktop,Noida,Success,Low,Invoice received from vendor
LOG-0005880,2024-04-08T08:46:02,EMP-20088,User Logout,Employee,EMP-20039,177.205.241.34,Desktop,Noida,Success,Medium,User session ended
LOG-0005881,2024-04-08T09:06:00,EMP-20117,Vendor Created,Vendor,VEN-100654,63.121.196.51,Laptop,Pune,Success,Low,New vendor profile created
LOG-0005882,2024-04-08T13:26:55,EMP-20086,Vendor Updated,Vendor,VEN-100480,181.189.194.52,Laptop,Mumbai,Success,Low,Vendor profile updated
LOG-0005883,2024-04-08T15:00:45,EMP-20083,User Logout,Employee,EMP-20150,146.255.239.234,Desktop,Delhi,Success,Medium,User session ended
LOG-0005884,2024-04-08T16:21:56,EMP-20021,System Configuration Updated,Employee,EMP-20042,133.68.6.14,Desktop,Chennai,Success,Low,System configuration updated
LOG-0005885,2024-04-08T18:43:32,EMP-20050,Report Generated,Employee,EMP-20010,142.78.148.92,Desktop,Mumbai,Success,Low,Report generated successfully
LOG-0005886,2024-04-08T19:03:09,EMP-20089,Invoice Received,Invoice,INV-2026-000290,70.39.114.194,Laptop,Hyderabad,Success,Medium,Invoice received from vendor
LOG-0005887,2024-04-09T08:22:16,EMP-20121,Password Changed,Employee,EMP-20011,100.201.6.24,Desktop,Mumbai,Success,Low,User password changed
LOG-0005888,2024-04-09T08:53:17,EMP-20009,Report Generated,Employee,EMP-20086,200.5.154.235,Mobile,Chennai,Success,Low,Report generated successfully
LOG-0005889,2024-04-09T09:28:15,EMP-20132,Purchase Order Cancelled,Purchase Order,PO-2024-001653,143.98.223.20,Mobile,Delhi,Success,Low,Purchase order cancelled
LOG-0005890,2024-04-09T09:43:59,EMP-20015,Invoice Received,Invoice,INV-2026-002507,59.49.123.18,Laptop,Hyderabad,Success,Medium,Invoice received from vendor
LOG-0005891,2024-04-09T12:13:29,EMP-20066,Compliance Check Executed,Transaction,TXN-003521,153.247.119.82,Laptop,Delhi,Success,Low,Compliance check executed
LOG-0005892,2024-04-09T13:21:30,EMP-20008,Purchase Order Created,Purchase Order,PO-2025-000722,221.129.21.97,Laptop,Bengaluru,Success,Medium,Purchase order created
LOG-0005893,2024-04-09T13:43:42,EMP-20109,Vendor Blacklisted,Vendor,VEN-100397,171.57.15.219,Mobile,Chennai,Success,High,Vendor marked as blacklisted
LOG-0005894,2024-04-09T15:08:06,EMP-20113,Vendor Blacklisted,Vendor,VEN-100470,70.210.254.7,Desktop,Hyderabad,Success,Low,Vendor marked as blacklisted
LOG-0005895,2024-04-09T19:03:36,EMP-20074,Invoice Verified,Invoice,INV-2021-000760,136.27.130.194,Laptop,Bengaluru,Success,Low,Invoice verification completed
LOG-0005896,2024-04-10T08:21:19,EMP-20140,Vendor Blacklisted,Vendor,VEN-100522,124.69.38.163,Mobile,Chennai,Success,Medium,Vendor marked as blacklisted
LOG-0005897,2024-04-10T10:04:44,EMP-20134,Compliance Check Executed,Transaction,TXN-000852,155.238.252.33,Desktop,Chennai,Success,Medium,Compliance check executed
LOG-0005898,2024-04-10T12:17:17,EMP-20051,Vendor Updated,Vendor,VEN-100655,109.43.46.133,Desktop,Noida,Success,Low,Vendor profile updated
LOG-0005899,2024-04-10T13:39:10,EMP-20093,Purchase Order Approved,Purchase Order,PO-2024-000127,179.59.155.167,Laptop,Bengaluru,Success,Low,PO approved successfully
LOG-0005900,2024-04-10T14:37:02,EMP-20081,Vendor Updated,Vendor,VEN-100496,217.7.241.217,Desktop,Gurugram,Warning,Low,Vendor profile updated
LOG-0005901,2024-04-10T17:16:55,EMP-20138,Invoice Received,Invoice,INV-2023-001663,175.91.244.28,Laptop,Bengaluru,Success,Medium,Invoice received from vendor
LOG-0005902,2024-04-10T17:18:09,EMP-20107,Purchase Order Rejected,Purchase Order,PO-2025-000860,110.128.18.123,Desktop,Delhi,Success,Low,Purchase order rejected
LOG-0005903,2024-04-10T18:07:11,EMP-20052,Payment Completed,Transaction,TXN-002514,187.246.223.115,Laptop,Noida,Success,Medium,Payment completed successfully
LOG-0005904,2024-04-10T19:51:45,EMP-20017,Invoice Verified,Invoice,INV-2023-001668,58.248.195.52,Desktop,Pune,Success,Medium,Invoice verification completed
LOG-0005905,2024-04-11T09:08:40,EMP-20095,Purchase Order Created,Purchase Order,PO-2022-001125,131.27.91.56,Desktop,Chennai,Success,Low,Purchase order created
LOG-0005906,2024-04-11T10:44:02,EMP-20136,Payment Reversed,Transaction,TXN-002350,208.218.50.93,Desktop,Mumbai,Success,High,Payment reversed after compliance review
LOG-0005907,2024-04-11T11:02:11,EMP-20016,Data Exported,Employee,EMP-20082,211.196.110.87,Desktop,Mumbai,Success,Low,Data export executed
LOG-0005908,2024-04-11T15:39:45,EMP-20010,Vendor Created,Vendor,VEN-100705,158.129.225.48,Desktop,Gurugram,Success,Low,New vendor profile created
LOG-0005909,2024-04-11T17:04:58,EMP-20095,Purchase Order Created,Purchase Order,PO-2023-001748,106.114.234.197,Desktop,Hyderabad,Success,Low,Purchase order created
LOG-0005910,2024-04-12T09:20:27,EMP-20113,Purchase Order Approved,Purchase Order,PO-2024-000203,130.80.165.98,Desktop,Noida,Success,Low,PO approved successfully
LOG-0005911,2024-04-12T10:28:46,EMP-20056,Employee Created,Employee,EMP-20034,72.155.248.48,Laptop,Hyderabad,Success,Low,New employee record created
LOG-0005912,2024-04-12T18:33:56,EMP-20073,Payment Completed,Transaction,TXN-001822,121.158.247.35,Desktop,Chennai,Failed,Medium,Payment completed successfully (failed)
LOG-0005913,2024-04-13T09:26:36,EMP-20087,Invoice Received,Invoice,INV-2025-002569,66.76.226.73,Laptop,Mumbai,Success,Medium,Invoice received from vendor
LOG-0005914,2024-04-13T10:44:32,EMP-20130,Role Changed,Employee,EMP-20127,41.1.212.65,Laptop,Chennai,Success,Medium,Employee role changed
LOG-0005915,2024-04-13T17:03:46,EMP-20128,Transaction Created,Transaction,TXN-000697,63.44.57.45,Laptop,Delhi,Success,Medium,Transaction record created
LOG-0005916,2024-04-13T18:53:22,EMP-20077,Data Exported,Employee,EMP-20027,121.248.187.116,Desktop,Hyderabad,Success,Low,Data export executed
LOG-0005917,2024-04-14T09:42:27,EMP-20108,Role Changed,Employee,EMP-20133,114.187.105.102,Mobile,Chennai,Success,Low,Employee role changed
LOG-0005918,2024-04-14T11:24:22,EMP-20032,Risk Score Generated,Vendor,VEN-100499,13.59.196.89,Tablet,Mumbai,Success,Medium,Risk score generated for vendor
LOG-0005919,2024-04-14T15:50:26,EMP-20021,Invoice Rejected,Invoice,INV-2021-000687,200.137.208.25,Desktop,Hyderabad,Success,Low,Invoice rejected during review
LOG-0005920,2024-04-14T17:01:22,EMP-20039,Purchase Order Cancelled,Purchase Order,PO-2024-000715,202.58.229.71,Laptop,Noida,Success,Low,Purchase order cancelled
LOG-0005921,2024-04-14T17:27:05,EMP-20022,System Configuration Updated,Employee,EMP-20006,184.55.23.32,Desktop,Hyderabad,Success,Low,System configuration updated
LOG-0005922,2024-04-15T08:50:24,EMP-20066,Policy Triggered,Transaction,TXN-000847,69.203.132.227,Laptop,Chennai,Success,Low,Risk policy triggered
LOG-0005923,2024-04-15T10:12:50,EMP-20017,Payment Initiated,Transaction,TXN-000386,221.241.222.36,Desktop,Chennai,Success,Medium,Payment initiated for processing
LOG-0005924,2024-04-15T11:22:16,EMP-20053,Invoice Verified,Invoice,INV-2023-002056,174.130.239.226,Desktop,Chennai,Success,Low,Invoice verification completed
LOG-0005925,2024-04-15T13:58:47,EMP-20135,Password Changed,Employee,EMP-20017,90.56.46.206,Laptop,Delhi,Success,Low,User password changed
LOG-0005926,2024-04-15T16:13:57,EMP-20100,Invoice Received,Invoice,INV-2021-001221,152.12.144.27,Desktop,Gurugram,Success,Medium,Invoice received from vendor
LOG-0005927,2024-04-15T17:29:14,EMP-20020,Vendor Updated,Vendor,VEN-100441,168.42.218.244,Laptop,Gurugram,Success,Low,Vendor profile updated
LOG-0005928,2024-04-15T17:47:57,EMP-20071,Purchase Order Approved,Purchase Order,PO-2025-000548,111.245.103.51,Desktop,Noida,Success,Low,PO approved successfully
LOG-0005929,2024-04-15T18:01:09,EMP-20068,Employee Updated,Employee,EMP-20071,115.23.164.9,Desktop,Pune,Warning,Low,Employee profile updated
LOG-0005930,2024-04-15T19:22:22,EMP-20028,Policy Triggered,Transaction,TXN-000726,119.93.127.253,Mobile,Noida,Warning,Medium,Risk policy triggered
